,isbn10,authors
3619,0679732713,Alice Munro
3620,0679733760,Laurel Ulrich
3621,0679733787,Kōbō Abe
3622,0679733841,Albert Camus
3623,0679734031,John Gardner
3624,0679734481,Martin Amis
3625,067973449X,Martin Amis
3626,0679734503,Fyodor Dostoyevsky
3627,0679734783,William Goldman
3628,0679734996,Wendy Wasserstein
3629,0679735259,Michael Herr
3630,067973547X,John M. Hull
3631,0679735771,Bret Easton Ellis
3632,0679735879,Kazuo Ishiguro
3633,0679736530,William Faulkner
3634,0679736859,John Banville
3635,0679736883,Gordon S. Wood
3636,0679737111,Norman Rush
3637,0679737316,Abraham Lincoln
3638,0679742581,Sandra Cisneros
3639,0679744479,Jeanette Winterson
3640,0679745394,Joan Didion
3641,0679745572,Truman Capote
3642,0679745645,Truman Capote
3643,0679748148,William Faulkner
3644,0679749063,Philip Roth
3645,0679749845,Ian McEwan
3646,067975377X,Susanna Kaysen
3647,0679755489,Hermann Broch
3648,0679755527,Sigrid Undset
3649,0679756760,Esmeralda Santiago
3650,0679759255,Philip Roth
3651,0679760237,Tobias Wolff
3652,0679761047,Yasunari Kawabata
3653,0679761055,Yasunari Kawabata
3654,0679761780,James Baldwin
3655,0679762094,Virginia Lee Barnes
3656,0679762655,川端康成
3657,0679762698,Peter Mayle
3658,0679762701,Jeanette Winterson
3659,0679763430,Susanna Kaysen
3660,067976397X,Louis De Bernières
3661,0679764011,Albert Camus
3662,0679764178,Philip Roth
3663,0679765840,Philip Levine
3664,0679767096,David S. Reynolds
3665,0679767304,Andre Dubus
3666,0679767398,Haruki Murakami
3667,0679767479,John Banville
3668,0679767827,Alfred Bester & Roger Zelazny
3669,0679772677,Jonathan Harr
3670,0679776214,Patrick McGrath
3671,0679776311,Roger Penrose
3672,0679776818,Sebastian Faulks
3673,067978117X,Paul Hendrickson
3674,067978148X,Bret Easton Ellis
3675,0679781498,Bret Easton Ellis
3676,0679783180,Stendhal
3677,0679783393,Friedrich Wilhelm Nietzsche
3678,0679783482,Salman Rushdie
3679,067978361X,Valerian Ivanovich Alʹbanov
3680,0679785892,Hunter S. Thompson
3681,0679801111,Tamora Pierce
3682,0679832696,Marilyn Sadler
3683,0679838864,Barbara Park
3684,0679847596,Noel Streatfeild
3685,0679853952,Barbara Park
3686,0679867120,Dr. Seuss
3687,0679882812,Dr. Seuss
3688,0679887431,Stan Berenstain
3688,0679887431,Jan Berenstain
3689,0679889108,Dr. Seuss
3690,0679890521,Joseph Bruchac
3690,0679890521,Diana Magnuson
3691,067989070X,Mary Pope Osborne
3692,0679891110,Dr. Seuss
3693,0684800284,Giuliano Hazan
3694,0684800705,Franz Kafka
3695,0684801523,Francis Scott Fitzgerald
3696,0684801531,F. Scott Fitzgerald
3697,0684804425,F. Scott Fitzgerald
3698,068480445X,F. Scott Fitzgerald
3699,0684804522,Ernest Hemingway
3700,0684806371,Gale Group
3701,0684809664,William Murray
3702,0684813211,Jonathan Shay
3703,0684813785,Richard Rhodes
3704,0684823780,C. S. Lewis
3705,0684825007,Luigi Barzini
3706,0684825104,Reynolds Price
3707,0684826356,Primo Levi
3708,0684826801,Primo Levi
3709,0684830515,Ernest Hemingway
3710,068483183X,Kay Redfield Jamison
3711,0684832402,Ernest Becker
3712,0684837935,Leo Tolstoy
3713,0684839741,Joseph Heller
3714,0684839792,David Day
3715,0684841215,Joseph Heller
3716,0684841258,Joseph Heller
3717,0684842238,Elisabeth Kübler-Ross
3718,0684842505,F. Scott Fitzgerald
3718,0684842505,Matthew Joseph Bruccoli
3719,0684843129,Mary Gaitskill
3720,0684843323,Ernest Hemingway
3721,0684844079,Robert L. O'Connell
3722,0684844648,Ernest Hemingway
3723,0684845776,Tony Robbins
3724,068484611X,Ursula Hegi
3725,0684846314,Elisabeth Kübler-Ross
3726,0684846942,Reynolds Price
3727,0684848155,Don DeLillo
3728,0684848236,Dinesh D'Souza
3729,0684849305,William J. Bennett
3729,0684849305,Michael Hague
3730,0684849690,Robin Maxwell
3731,0684850273,Robert Hellenga
3732,0684850621,R. Gary Patterson
3733,0684852225,Annie Proulx
3734,068485256X,Nikos Kazantzakis
3735,0684852632,Bob Woodward
3736,0684852705,Bob Smith
3737,0684853760,Chris Offutt
3738,0684854279,Genevieve
3739,0684854287,Genevieve
3740,0684854465,Howard F. Lyman
3740,0684854465,Glen Merzer
3741,0684854678,Andrew Solomon
3742,0684856026,Loren Coleman
3742,0684856026,Jerome Clark
3743,0684856476,Hunter S. Thompson
3744,0684857081,Peter Biskind
3745,0684865521,Chris Offutt
3746,0684867427,Nicholas Rinaldi
3747,0684867486,Iyanla Vanzant
3748,0684867850,Thomas Wolfe
3749,0684868199,Joseph Heller
3750,0684873176,Hunter S. Thompson
3751,0684873206,Hunter S. Thompson
3752,0684873214,Hunter S. Thompson
3753,0687002826,Miroslav Volf
3754,0688003478,Mary Stewart
3755,0688039693,Ken Blanchard
3755,0688039693,Patricia Zigarmi
3755,0688039693,Drea Zigarmi
3756,0688052304,Robert M. Pirsig
3757,0688085873,James L. Stokesbury
3758,0688090257,Joe Haldeman
3758,0688090257,Joe W. Haldeman
3759,068809368X,Colleen McCullough
3760,0688094554,David D. Burns
3761,0688095135,James L. Stokesbury
3762,0688140718,Elan Golomb
3763,0688143881,Kevin Henkes
3764,068814392X,Marianna Mayer
3765,0688149898,Nikki Giovanni
3766,0688151329,Louisa May Alcott
3767,0688152023,Peter Martins
3768,0688153879,Kevin Trudeau
3769,0688154727,Kevin Henkes
3770,0688171621,Jon Stewart
3771,0688172172,V. S. Ramachandran
3772,0688172245,Kent R. Weeks
3773,0689707495,Judi Barrett
3774,0689716044,Alice Dalgliesh
3775,0689718764,Alice Dalgliesh
3776,068980217X,Alma Flor Ada
3776,068980217X,Ana M. Cerro
3777,0689822847,Rachel Field
3778,0689823827,Robert Louis Stevenson
3779,0689833768,Judith Viorst
3780,0689834195,Deloris Jordan
3780,0689834195,Roslyn M. Jordan
3781,0689837186,Avi
3782,0689840330,Susan Cooper
3783,0689845367,Ursula K. Le Guin
3784,0689846177,Amy Tan
3785,068984882X,Cynthia Rylant
3786,0689849125,Ellen Weiss
3787,0689849257,Karen Katz
3788,0689851138,Shel Silverstein
3789,0689851901,Nancy White Carlstrom
3790,0689852231,Nancy Farmer
3791,0689860064,Anne McCaffrey
3792,0689860072,Anne McCaffrey
3793,0689861133,Sandra Boynton
3794,0689862466,Cynthia Rylant
3794,0689862466,Preston McDaniels
3795,068986311X,Cynthia Rylant
3795,068986311X,Preston McDaniels
3796,0689868014,Pete Hautman
3797,0689868839,Padraic Colum
3798,0689869037,Pete Hautman
3799,0689869908,Page McBrier
3800,0689870167,Deloris Jordan
3800,0689870167,Michael Jordan
3801,068987040X,Marissa Moss
3802,0689873190,Melissa de la Cruz
3803,068987409X,Alma Flor Ada
3804,068987670X,Cathy Hapka
3805,0689878559,Tamora Pierce
3806,0689878583,Tamora Pierce
3807,0691008531,Charles W. Sydnor
3808,0691013802,Wisława Szymborska
3809,069101597X,Charles Segal
3810,0691017778,Mircea Eliade
3811,0691019045,Aleksandr Sergeevich Pushkin
3812,0691019053,Aleksandr Sergeevich Pushkin
3813,0691019401,S瞨en·Kierkegaard
3814,0691019584,"Sarvepalli Radhakrishnan, Sir"
3815,0691020167,Richard Rorty
3816,069102068X,Mircea Eliade
3817,0691024715,Brian Boyd
3818,0691027498,Rodney Stark
3819,0691037388,Robert D. Putnam
3819,0691037388,Robert Leonardi
3819,0691037388,Raffaella Nanetti
3820,0691037795,Charles Taylor
3820,0691037795,Amy Gutmann
3821,0691050848,Stephen Hawking
3821,0691050848,Roger Penrose
3822,0691096104,John Nash
3823,0691102570,Stephen Greenblatt
3824,0691102961,Richard B. Alley
3825,0691120528,Georg Wilhelm Friedrich Hegel
3825,0691120528,Yirmiyahu Yovel
3826,0691122946,Harry G. Frankfurt
3827,0698116410,Ruth Heller
3828,0698117972,Ruth Heller
3829,0698118758,Ruth Heller
3830,0701179791,Susan Hill
3831,0711983089,Barry Miles
3831,0711983089,Keith Badman
3832,0712645624,Fred Goodman
3833,0713998784,Thomas L. Friedman
3834,0713998946,Jon Stewart
3834,0713998946,Ben Karlin
3834,0713998946,David Javerbaum
3835,0714530034,Stephen Rebello
3836,0715629948,Pantelis Michelakis
3837,0715633996,Arthur Phillips
3838,0716799561,Paul Krugman
3838,0716799561,Robin Wells
3838,0716799561,Kathryn Graddy
3839,0718132386,Dick Francis
3840,0718144465,Marian Keyes
3841,0718149297,Ruth Downie
3842,0719045789,John MacKenzie
3842,0719045789,John MacDonald MacKenzie
3843,0719071151,Michael Cox
3843,0719071151,Adrian Guelke
3843,0719071151,Fiona Stephen
3844,0719566223,Jacqueline Winspear
3845,0721601944,Edward C. Klatt
3845,0721601944,Stanley Leonard Robbins
3845,0721601944,Vinay Kumar
3846,0722533942,Paulo Coelho
3847,072254040X,Marlo Morgan
3848,0723247781,Beatrix Potter
3849,072324779X,Beatrix Potter
3850,0723257639,Beatrix Potter
3851,0727853414,Anne Rampling
3851,0727853414,Anne Rice
3852,0727861158,Ja Jance
3852,0727861158,Judith A. Jance
3853,0727862421,Max Allan Collins
3854,0735611319,Charles Petzold
3855,0735617228,Michael Howard
3855,0735617228,David LeBlanc
3856,0736805990,Louisa May Alcott
3857,0736903704,Kay Arthur
3858,0736908161,Elizabeth George
3859,0736909524,Tim F. LaHaye
3860,0736910190,Elizabeth George
3861,0736910735,Margaret Feinberg
3862,0736911685,Elizabeth George
3863,0736913823,Elizabeth George
3864,0738206369,Richard Phillips Feynman
3865,0738519383,Jacqueline Ann
3865,0738519383,Sheila Zenk
3866,0738528528,Western Sonoma County Historical Society
3867,0738539562,James E. Ingram
3867,0738539562,Lori Grove
3868,073854339X,Mary M. Flekke
3868,073854339X,Sarah E. MacDonald
3868,073854339X,Randall M. MacDonald
3869,0738544922,The Print and Photograph Department of the Library Company of Philadelphia
3870,073854678X,Annalee Allen
3871,0738706124,John Peel
3872,0739412531,Cormac McCarthy
3873,0739423851,Diana Wynne Jones
3874,0739447343,Mary Higgins Clark
3875,0739461192,John Grogan
3876,0739469053,Janet Evanovich
3877,0739844326,Sara Barton-Wood
3878,0740720120,Jim Toomey
3879,0740721356,Bill Watterson
3880,0740721941,Scott Adams
3881,0740748475,Bill Watterson
3882,0742529789,Noam Chomsky
3883,0743202414,Robert M. Sapolsky
3884,0743202554,Anita Diamant
3885,0743203046,Robert D. Putnam
3886,0743203313,Colm Toibin
3887,0743203585,P.G. Wodehouse
3888,0743203593,P.G. Wodehouse
3889,0743203623,P.G. Wodehouse
3890,0743203968,Don DeLillo
3891,074321076X,Sarah Ban Breathnach
3892,0743211480,Stuart Y. Silverstein
3893,0743211995,Jimmy Carter
3894,0743219570,P.D. James
3895,0743222059,P. D. James
3896,0743222989,Martin E. P. Seligman
3897,0743223136,David McCullough
3898,0743223853,John Eisenhower
3899,0743225082,Tony Parsons
3900,0743226720,David McCullough
3901,0743227190,Richard Reeves
3902,0743227441,Philippa Gregory
3903,0743231538,Douglas Coupland
3904,0743233212,Jon Ronson
3905,0743235657,Philip Norman
3906,0743236149,Tony Parsons
3907,0743243781,Frank McCourt
3908,0743243803,Sarah Vowell
3909,074324382X,Mark Zwonitzer
3909,074324382X,Charles Hirshberg
3910,0743244257,Don DeLillo
3911,0743244583,Bob Dylan
3912,074324592X,Richard Preston
3913,074324754X,Jeannette Walls
3914,0743249291,Philippa Gregory
3915,0743249305,Philippa Gregory
3916,0743250419,Colm Toibin
3917,0743250443,Hunter S. Thompson
3918,0743250451,Hunter S. Thompson
3919,0743250974,Stephen R. Covey
3920,0743252217,Evan Thomas
3921,0743253973,John Knowles
3922,0743255488,Bob Woodward
3923,074325578X,Mary Wollstonecraft Shelley
3924,0743255909,Jane Robins
3925,074325807X,Walter Isaacson
3926,0743260945,Jeffery Deaver
3927,0743261984,Maile Meloy
3928,0743262174,Alan Paton
3929,0743264738,Walter Isaacson
3930,0743264916,Mary Higgins Clark
3931,0743267745,Judith Viorst
3932,0743269268,Philippa Gregory
3933,0743269519,Stephen R. Covey
3934,0743270207,Donna Goldberg
3935,0743270754,Doris Kearns Goodwin
3936,0743270797,Narendra Jadhav
3937,0743271327,Annie Proulx
3938,0743272099,Dr. Phil McGraw
3939,0743272498,Philippa Gregory
3940,0743272501,Philippa Gregory
3941,0743272536,Philippa Gregory
3942,0743272773,Donna Dale Carnegie
3943,0743272935,Pearl S. Buck
3944,0743275039,Jeffery Deaver
3945,0743281594,Miasha
3946,0743284283,Ariel Levy
3947,0743284798,Elaine Sciolino
3948,0743284887,Chuck Klosterman
3949,0743286979,Walter Isaacson
3950,0743289412,Stephen King
3951,0743292499,Greg Iles
3952,0743292545,M. D. Roizen (Michael F.)
3952,0743292545,Michael F. Roizen
3953,0743296168,Tananarive Due
3954,0743297261,New Scientist
3955,074329730X,Stephen R. Covey
3955,074329730X,Rebecca R. Merrill
3956,0743297318,Thomas Wolfe
3957,0743406567,Chuck Klosterman
3958,0743409159,Virginia C. Andrews
3959,0743410580,Kurt Vonnegut Jr.
3959,0743410580,Lee Stringer
3960,0743412621,Mary Higgins Clark
3961,0743417348,Clive Barker
3962,0743417518,Paul Ruditis
3963,0743418131,Mary Higgins Clark
3963,0743418131,Carol Higgins Clark
3964,0743418263,Rose Tremain
3965,0743418719,Jodi Picoult
3966,0743418727,Jodi Picoult
3967,0743422007,Kurt Vonnegut
3968,0743422074,Blink-182
3968,0743422074,Anne Hoppus
3968,0743422074,Tom Delonge
3968,0743422074,Mark Hoppus
3968,0743422074,Travis Barker
3969,0743426916,Mel Odom
3970,0743426924,Richard A. Knaak
3971,0743428188,Indu Sundaresan
3972,0743428676,V. C. Andrews
3973,0743428951,David Baldacci
3974,0743431014,Jodi Picoult
3975,0743435389,David Weber
3975,0743435389,John Ringo
3976,0743436504,Mark Twain
3977,0743437497,Stephen King
3978,0743437810,Jeffery Deaver
3979,0743444043,Max Allan Collins
3980,0743449029,V.C. Andrews
3981,0743449657,Clive Cussler
3981,0743449657,Paul Kemprecos
3982,0743449673,Clive Cussler
3983,0743454146,Greg Iles
3984,0743454537,Jodi Picoult
3985,0743454553,Jodi Picoult
3986,0743455967,Stephen King
3987,0743456815,Amy Sohn
3987,0743456815,Sarah Jessica Parker
3988,0743456866,Mary Higgins Clark
3988,0743456866,Carol Higgins Clark
3989,0743457625,Terry Lee Rioux
3990,0743457919,John le Carre
3991,0743458192,Roger Zelazny
3992,0743461517,Doreen Cronin
3992,0743461517,Betsy Lewin
3993,0743463080,Ed McBain
3994,0743464117,Stephen E. Ambrose
3995,0743464796,Amir D. Aczel
3996,0743466500,Kresley Cole
3997,0743466527,Ann-Marie MacDonald
3998,074346754X,Christie Golden
3999,0743468597,Stephen R. Covey
4000,0743470125,Jennifer Weiner
4001,0743470796,Saul Williams
4002,0743471229,Richard A. Knaak
4003,0743471237,Blizzard Entertainment
4004,0743471326,Richard A. Knaak
4005,0743474163,Judith McNaught
4006,0743474767,Ray Bradbury
4007,0743477103,William Shakespeare
4008,0743477111,William Shakespeare
4009,0743477367,Bram Stoker
4010,0743477545,William Shakespeare
4011,0743477553,William Shakespeare
4012,0743477561,William Shakespeare
4013,074347788X,Stephen E. Ambrose
4014,0743480694,Clive Cussler
4014,0743480694,Craig Dirgo
4015,0743480716,Greg Cox
4015,0743480716,Danny McBride
4016,0743480724,Greg Cox
4017,0743482778,William Shakespeare
4018,0743482794,William Shakespeare
4018,0743482794,Dr. Barbara A. Mowat
4018,0743482794,Paul Werstine
4019,0743482808,William Shakespeare
4019,0743482808,Barbara A. Mowat
4019,0743482808,Paul Werstine
4020,0743484967,William Shakespeare
4021,0743487141,Jack Vance
4022,0743487559,Alexandre Dumas
4022,0743487559,Margaret Brantley
4023,0743487567,Nathaniel Hawthorne
4023,0743487567,Margaret Brantley
4024,0743487583,Mary Shelley
4025,0743487672,Kate Chopin
4025,0743487672,Nina Baym
4026,0743487699,Willa Cather
4026,0743487699,Alyssa Harad
4027,074348844X,Robert A. Heinlein
4028,0743491599,Jeffery Deaver
4029,0743491688,David R. George III
4030,0743491696,David R. George III
4031,0743495926,Harville Hendrix
4032,0743496140,Julie Kenner
4033,0743496167,Shannon Holmes
4034,0743498712,Wen Spencer
4035,0743499093,Mercedes Lackey
4035,0743499093,Eric Flint
4035,0743499093,Dave Freer
4036,0743499263,Cecelia Ahern
4036,0743499263,Patricia Scanlan
4036,0743499263,Gemma O'Connor
4036,0743499263,Sarah Webb
4037,0743499484,Adrian McKinty
4038,0744001404,Dan Birlew
4039,0744002532,Casey Loe
4039,0744002532,Laura M. Parkinson
4040,0744004292,Tim Bogenn
4040,0744004292,Rick Barba
4041,0744004411,Brady Games
4042,0744004446,BradyGames
4043,0744005612,Doug Walsh
4044,0744005833,Dan Birlew
4045,0744006457,BradyGames (Firm)
4046,0744520053,Selina Hastings
4047,0744578264,Russell Hoban
4048,074531788X,David Barsamian
4048,074531788X,Noam Chomsky
4049,0745622089,Sarah Kay
4050,0745628478,Adam Swift
4051,0745628974,Slavoj Žižek
4051,0745628974,Glyn Daly
4052,074563379X,Anthony Giddens
4052,074563379X,Simon Griffiths
4053,0745635326,Adam Swift
4054,074595054X,Thomas Cahill
4055,0747252130,Andrea Levy
4056,0747264864,Jill Mansell
4057,0747266689,Neil Gaiman
4058,0747266972,David Morrell
4059,0747267197,Barbara Nadel
4060,074726743X,Jill Mansell
4061,0747267448,Jill Mansell
4062,0747267456,Jill Mansell
4063,0747267626,Janet Evanovich
4064,0747268460,Jill Mansell
4065,0747268479,Jill Mansell
4066,0747526036,Lesley Glaister
4067,0747544212,Peter Biskind
4068,074754624X,J. K. Rowling
4069,0747548315,Russell Hoban
4070,0747553661,Jay McInerney
4071,0747556407,Russell Hoban
4072,074755904X,Russell Hoban
4073,0747563004,Michael Pollan
4074,0747564175,Natalie Babbitt
4075,0747566755,Patrick Süskind
4075,0747566755,Michael Hofmann
4076,0747566828,Louis Sachar
4077,0747569118,Louis Sachar
4078,0747569126,Louis Sachar
4079,0747569134,Louis Sachar
4080,0747571775,Louis Sachar
4080,0747571775,Peter Allen
4081,0747572607,Michael Ondaatje
4082,0747572933,John Irving
4083,074757362X,J. K. Rowling
4084,0747573646,Donna Tartt
4085,0747574324,Emma Forrest
4086,0747574650,Tobias Wolff
4087,0747575479,Nora Ephron
4088,0747576092,Cecily von Ziegesar
4089,0748702555,William Shakespeare
4090,0749305797,Dale Carnegie
4091,0749307846,Dale Carnegie
4092,0749858524,Adam Hargreaves
4092,0749858524,Roger Hargreaves
4093,0749858532,Roger Hargreaves
4094,0749919442,Diana Cooper
4095,0750666005,Simon Anholt
4096,0750937254,Ernle Bradford
4097,0751333328,Bryan Magee
4098,0751503894,Noah Gordon
4099,0751504335,Stephen King
4100,0751504351,Larry Bond
4101,0751504386,Stephen King
4102,0751504831,Bill Watterson
4103,075150503X,Clive Cussler
4104,0751506451,Cynthia Harrod-Eagles
4105,0751506478,Cynthia Harrod-Eagles
4106,0751514624,Stephen King
4107,0751527343,Ellis Peters
4108,0751529818,Mitch Albom
4109,0751531243,Nelson DeMille
4110,0751533114,Susan Howatch
4111,0751533432,Cynthia Harrod-Eagles
4112,0751533459,Cynthia Harrod-Eagles
4113,0751535389,Tina Reilly
4114,0752224417,Gail Herman
4115,0752834525,Lawrence Block
4116,0752842692,James Lee Burke
4117,0752851314,Joseph Wambaugh
4118,0752851802,Dashiell Hammett
4119,0752852612,Dashiell Hammett
4120,0752853694,Terry Pratchett
4120,0752853694,Gray Jolliffe
4121,0752856170,Dashiell Hammett
4122,0752857932,Ed McBain
4123,0752858475,Robert Ludlum
4124,0752858629,Robert Ludlum
4125,0752858653,Robert Ludlum
4126,0752858939,Joyce Carol Oates
4127,0752861743,James M. Cain
4128,0752865331,Dashiell Hammett
4129,0753453215,Nick McCarty
4129,0753453215,Victor G. Ambrus
4130,0753456109,Brigid Avison
4131,0753459647,Brenda Walpole
4132,0753806797,Stephen Oppenheimer
4133,0753809257,D. M. Thomas
4134,0753810743,Alistair Moffat
4135,0753811464,Jostein Gaarder
4136,0753813955,Steve Martin
4137,0753814412,Nick Hornby
4138,0753817985,Umberto Eco
4139,0753819929,Jostein Gaarder
4140,0753821869,Hugh Bicheno
4140,0753821869,Richard Holmes
4141,0755301943,Emily Barr
4142,0755304853,Jill Mansell
4143,0755305302,Susan Vreeland
4144,0755311515,Roger Highfield
4145,0755321383,Barbara Nadel
4146,0755323009,Michael Jecks
4147,0755323017,Michael Jecks
4148,0756400430,C. S. Friedman
4149,0756400619,Mercedes Lackey
4150,0756401100,Jude Fisher
4151,0756401534,Mercedes Lackey
4152,075640181X,Tad Williams
